175.45.176.1,45548,149.171.126.19,80,tcp,FIN,0.529974,876,268,254,252,2,1,http,11910.01856,3381.298096,10,6,255,255,3942538169,4224310763,88,45,1,0,2826.804829,137.134672,1424223225,1424223225,55.385111,92.498203,0.144766,0.067475,0.077291,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,0,149.171.126.13,0,qnx,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223228,1424223228,0.003,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,12,2,2,5,DoS,1
175.45.176.0,0,149.171.126.13,0,compaq-peer,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223231,1424223231,0.008,0.0,0.0,0.0,0.0,0,2,,, ,4,4,1,1,1,1,4,Backdoor,1
175.45.176.0,0,149.171.126.13,0,vrrp,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223232,1424223232,0.008,0.0,0.0,0.0,0.0,0,2,,, ,4,4,3,18,3,3,4,Exploits,1
175.45.176.0,0,149.171.126.13,0,pgm,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223232,1424223232,0.008,0.0,0.0,0.0,0.0,0,2,,, ,4,4,3,18,3,3,4,DoS,1
175.45.176.0,0,149.171.126.13,0,sps,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223243,1424223243,0.005,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,2,2,2,5,DoS,1
175.45.176.0,0,149.171.126.13,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223252,1424223252,0.003,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,2,2,2,5,Exploits,1
175.45.176.0,0,149.171.126.13,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223252,1424223252,0.003,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,2,2,2,5,Backdoor,1
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223254,1424223254,0.008,0.0,0.0,0.0,0.0,0,2,,, ,5,5,3,11,2,2,5,DoS,1
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223258,1424223258,0.008,0.0,0.0,0.0,0.0,0,2,,, ,5,5,3,3,3,3,5,Backdoor,1
149.171.126.12,1043,175.45.176.0,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223260,1424223260,0.003,0.0,0.0,0.0,0.0,0,0,,, ,8,8,8,8,8,8,8,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223270,1424223270,0.003,0.0,0.0,0.0,0.0,0,2,,, ,5,5,4,21,3,3,6,DoS,1
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223275,1424223275,0.008,0.0,0.0,0.0,0.0,0,2,,, ,3,3,1,9,1,1,3,Reconnaissance,1
175.45.176.0,0,149.171.126.13,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223280,1424223280,0.009,0.0,0.0,0.0,0.0,0,2,,, ,8,8,4,13,4,4,8,Backdoor,1
175.45.176.0,0,149.171.126.13,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223283,1424223283,0.009,0.0,0.0,0.0,0.0,0,2,,, ,7,7,2,11,2,2,7,DoS,1
175.45.176.0,0,149.171.126.13,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223284,1424223284,0.009,0.0,0.0,0.0,0.0,0,2,,, ,7,7,3,12,3,3,7,Exploits,1
59.166.0.8,39005,149.171.126.0,111,udp,CON,0.058369,568,312,31,29,0,0,-,58387.15625,32071.81836,4,4,0,0,0,0,142,78,0,0,20.262381,26.79699,1424223287,1424223288,14.335667,18.956334,0.0,0.0,0.0,0,0,,, ,3,3,4,3,1,1,3,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223291,1424223291,0.008,0.0,0.0,0.0,0.0,0,2,,, ,7,7,2,11,2,2,7,Exploits,1
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223297,1424223297,0.008,0.0,0.0,0.0,0.0,0,2,,, ,7,7,3,2,2,2,7,Exploits,1
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223298,1424223298,0.008,0.0,0.0,0.0,0.0,0,2,,, ,2,2,2,2,2,2,2,Exploits,1
59.166.0.0,3370,149.171.126.7,22,tcp,FIN,0.009248,3728,5474,31,29,7,7,ssh,3124567.5,4538062.5,32,24,255,255,42664044,2192548784,117,228,0,0,20.639768,0.575222,1424223309,1424223309,0.298323,0.369783,0.00078,0.000616,0.000164,0,0,,, ,1,1,2,3,1,1,2,,0
175.45.176.3,58049,149.171.126.19,179,tcp,FIN,0.744129,534,268,254,252,2,1,-,5171.146484,2408.18457,10,6,255,255,530422161,1271812995,53,45,0,0,4462.844284,208.320672,1424223317,1424223317,78.203222,128.539398,0.179628,0.101427,0.078201,0,1,,, ,11,4,1,3,1,1,4,Fuzzers,1
59.166.0.5,36514,149.171.126.9,25,tcp,FIN,0.042435,37232,3380,31,29,18,8,smtp,6884128.5,622127.9375,52,42,255,255,2790636629,646232156,716,80,0,0,55.346799,2.23669,1424223328,1424223328,0.84204,1.02,0.001762,0.000612,0.00115,0,0,,, ,2,1,1,2,2,1,1,,0
59.166.0.6,14580,149.171.126.8,80,tcp,FIN,1.161125,1684,10168,31,29,3,5,http,10775.75684,66170.3125,14,18,255,255,2220831373,2236248536,120,565,1,3924,8835.872903,7737.108134,1424223370,1424223371,89.288231,68.270706,0.000636,0.000521,0.000115,0,0,1.0,, ,1,2,4,4,1,1,2,,0
59.166.0.3,40543,149.171.126.4,22,tcp,FIN,0.007896,3728,5474,31,29,7,7,ssh,3659574.75,5315096.5,32,24,255,255,1653122471,1653410515,117,228,0,0,17.966938,0.378827,1424223412,1424223412,0.2632,0.31487,0.000659,0.000528,0.000131,0,0,,, ,1,1,1,3,1,1,2,,0
59.166.0.2,32298,149.171.126.3,53,udp,CON,0.001096,130,162,31,29,0,0,dns,474452.5625,591240.875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424223430,1424223430,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,2,1,6,2,1,1,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223447,1424223447,0.008,0.0,0.0,0.0,0.0,0,0,,, ,44,44,22,22,22,10,44,,0
59.166.0.5,35896,149.171.126.6,42307,tcp,FIN,0.223627,8928,320,31,29,4,1,ftp-data,296601.0313,9551.619141,14,6,255,255,1726036716,1819014140,638,53,0,0,1577.952685,67.643234,1424223502,1424223502,17.202076,44.604801,0.00057,0.000457,0.000113,0,0,,, ,3,3,6,4,1,1,4,,0
175.45.176.2,39357,149.171.126.13,111,tcp,FIN,1.175162,564,354,254,252,2,1,-,3458.246826,2110.347412,10,8,255,255,3903105283,2082334574,56,44,0,0,7348.854613,225.848016,1424223557,1424223558,126.332222,157.024281,0.198129,0.075983,0.122146,0,1,,, ,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.0,47439,149.171.126.12,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223580,1424223580,0.009,0.0,0.0,0.0,0.0,0,2,,, ,17,17,9,10,9,9,17,Generic,1
59.166.0.6,6638,149.171.126.3,80,tcp,FIN,1.007815,1580,10168,31,29,3,5,http,11502.11133,76236.21094,12,18,255,255,1401394202,1402449235,132,565,1,3924,9530.24807,7677.243407,1424223580,1424223581,91.550726,59.251415,0.000658,0.000537,0.000121,0,0,1.0,, ,4,2,2,8,1,1,1,,0
59.166.0.9,29038,149.171.126.0,53,udp,CON,0.000927,130,162,31,29,0,0,dns,560949.3125,699029.125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424223614,1424223614,0.008,0.004,0.0,0.0,0.0,0,0,,, ,3,3,2,3,2,1,1,,0
59.166.0.7,40392,149.171.126.4,38304,tcp,FIN,0.021339,3390,44134,31,29,7,22,-,1248418.375,16260931.0,56,58,255,255,3438716235,3439010924,61,761,0,0,21.113195,19.959516,1424223633,1424223633,0.387889,0.364053,0.000711,0.000579,0.000132,0,0,,, ,4,3,4,5,1,1,2,,0
175.45.176.3,15229,149.171.126.18,80,tcp,FIN,0.344051,1296,268,254,252,2,1,http,27135.51172,5208.530273,10,6,255,255,1127049042,905114555,130,45,1,0,1919.077426,105.955047,1424223658,1424223658,36.186111,62.513801,0.106057,0.031473,0.074584,0,1,1.0,, ,1,1,1,1,1,1,1,Worms,1
59.166.0.5,11909,149.171.126.3,6863,tcp,FIN,0.007083,8928,320,31,29,4,1,ftp-data,9364393.0,301567.125,14,6,255,255,381790568,394517389,638,53,0,0,30.571414,2.251138,1424223664,1424223664,0.544846,1.2872,0.000667,0.000531,0.000136,0,0,,, ,3,3,6,5,1,1,5,,0
175.45.176.2,1070,149.171.126.18,179,tcp,FIN,0.502001,832,268,254,252,2,1,-,11936.23145,3569.714111,10,6,255,255,2077727186,70510623,83,45,0,0,2781.308923,142.304094,1424223746,1424223746,54.314111,87.157203,0.165234,0.066207,0.099027,0,1,,, ,7,6,1,1,1,1,6,Fuzzers,1
59.166.0.3,17196,149.171.126.3,15711,tcp,FIN,0.386203,4944,3080,31,29,7,7,-,98766.71094,61687.76563,28,30,255,255,574700915,2723159387,177,103,0,0,820.826409,21.077873,1424223754,1424223754,14.291555,13.300207,0.00061,0.000494,0.000116,0,0,,, ,5,5,4,4,1,1,4,,0
59.166.0.0,21193,149.171.126.4,6881,tcp,FIN,0.935148,13454,548216,31,29,21,197,-,114608.5938,4679174.0,234,438,255,255,852249943,3006240066,57,1252,0,0,1148.241259,833.948737,1424223765,1424223766,4.046913,2.138856,0.000593,0.000466,0.000127,0,0,,, ,10,4,2,1,1,1,3,,0
59.166.0.6,23896,149.171.126.7,22,tcp,FIN,0.302823,9504,12298,31,29,26,31,ssh,248752.5625,322062.7188,108,114,255,255,1772505325,3918135490,88,108,0,0,189.202141,181.997954,1424223824,1424223824,2.908769,2.698893,0.00069,0.000544,0.000146,0,0,,, ,1,1,1,3,1,1,3,,0
59.166.0.7,61061,149.171.126.3,6881,tcp,FIN,15.478614,25472,1094788,31,29,38,390,-,13136.05957,565173.625,454,858,255,255,2489834748,352802621,56,1276,0,0,16550.20219,12035.64718,1424223875,1424223891,34.16843,18.060852,0.000585,0.000461,0.000124,0,0,,, ,2,8,3,2,1,1,2,,0
175.45.176.1,29352,149.171.126.19,80,tcp,FIN,0.689624,1302,268,254,252,2,1,http,13595.81445,2598.517334,10,6,255,255,2713458037,1858762884,130,45,1,0,3623.624485,183.511219,1424223886,1424223887,67.247333,123.945602,0.103933,0.069892,0.034041,0,1,1.0,, ,1,1,1,1,1,1,1,Worms,1
175.45.176.0,22931,149.171.126.17,1434,udp,INT,1e-05,808,0,254,0,0,0,-,323200000.0,0.0,2,0,0,0,0,0,404,0,0,0,0.0,0.0,1424224103,1424224103,0.01,0.0,0.0,0.0,0.0,0,2,,, ,7,1,1,2,1,1,1,Worms,1
175.45.176.0,34491,149.171.126.19,179,tcp,FIN,0.986466,534,354,254,252,2,1,-,3900.793457,2514.024902,10,8,255,255,873120855,2509758539,53,44,0,0,5565.367433,260.096891,1424224115,1424224116,102.137333,130.26143,0.232269,0.074633,0.157636,0,1,,, ,3,3,1,10,1,1,3,,0
59.166.0.3,29946,149.171.126.3,53713,tcp,FIN,0.031658,2974,33572,31,29,7,18,-,736117.25,8314106.5,48,50,255,255,616392833,2766279297,62,671,0,0,41.690106,40.775901,1424224126,1424224126,0.666426,0.63398,0.000726,0.000585,0.000141,0,0,,, ,3,6,2,5,1,1,1,,0
59.166.0.8,53678,149.171.126.3,51785,tcp,FIN,0.027918,2750,27174,31,29,7,16,-,770255.75,7617737.5,44,46,255,255,1089042308,3255716959,63,591,0,0,45.825427,44.406987,1424224159,1424224159,0.641349,0.608867,0.00065,0.000515,0.000135,0,0,,, ,4,6,5,4,1,1,2,,0
175.45.176.0,37956,149.171.126.19,179,tcp,FIN,0.749356,534,354,254,252,2,1,-,5135.076172,3309.508545,10,8,255,255,1431878205,2358826155,53,44,0,0,4621.483068,162.590484,1424224164,1424224165,83.261778,86.94943,0.201364,0.104555,0.096809,0,1,,, ,3,3,1,7,1,1,3,,0
59.166.0.3,46542,149.171.126.7,24288,tcp,FIN,0.047451,320,1868,31,29,1,2,ftp-data,45014.85547,275652.7813,6,8,255,255,3271984284,1137920767,53,234,0,0,655.471301,16.104491,1424224170,1424224170,9.4284,6.703286,0.000779,0.000524,0.000255,0,0,,, ,2,2,3,4,1,1,2,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424224170,1424224170,0.008,0.0,0.0,0.0,0.0,0,0,,, ,12,12,8,8,8,8,12,,0
59.166.0.2,34259,149.171.126.8,5190,tcp,FIN,0.008101,2024,4312,31,29,6,6,-,1915812.75,4081471.25,24,24,255,255,2114203164,4264088970,84,180,0,0,22.592372,20.426917,1424224197,1424224197,0.33313,0.327522,0.000679,0.00056,0.000119,0,0,,, ,6,1,3,1,1,1,1,,0
59.166.0.7,15707,149.171.126.5,35762,tcp,FIN,0.018982,2974,33572,31,29,7,18,-,1227689.375,13866189.0,48,50,255,255,3681464253,1532190157,62,671,0,0,22.630156,21.675096,1424224235,1424224235,0.405783,0.375163,0.000731,0.000589,0.000142,0,0,,, ,9,9,2,2,1,1,3,,0
175.45.176.2,56139,149.171.126.19,111,tcp,FIN,2.241027,564,354,254,252,2,1,-,1813.454224,1106.635376,10,8,255,255,1453179004,3037714633,56,44,0,0,15444.22141,482.124406,1424224249,1424224252,244.826667,310.322719,0.110314,0.068764,0.04155,0,1,,, ,2,3,2,2,2,1,2,Reconnaissance,1
149.171.126.12,1043,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424224275,1424224275,0.007,0.0,0.0,0.0,0.0,0,0,,, ,20,20,8,8,8,8,20,,0
59.166.0.1,60408,149.171.126.2,20026,tcp,FIN,0.042591,2974,33572,31,29,7,18,-,547157.8125,6179897.0,48,50,255,255,1674726261,1675003307,62,671,0,0,55.497093,52.702096,1424224310,1424224310,0.918609,0.863958,0.001259,0.001115,0.000144,0,0,,, ,1,3,5,1,1,1,2,,0
59.166.0.9,44979,149.171.126.7,53,udp,CON,0.001047,146,178,31,29,0,0,dns,557784.125,680038.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424224313,1424224313,0.008,0.007,0.0,0.0,0.0,0,0,,, ,1,1,1,2,1,1,1,,0
59.166.0.8,44411,149.171.126.4,53,udp,CON,0.001093,146,178,31,29,0,0,dns,534309.1875,651418.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424224368,1424224368,0.008,0.005,0.0,0.0,0.0,0,0,,, ,3,2,5,6,2,1,6,,0
175.45.176.3,57672,149.171.126.15,3260,tcp,CON,0.285356,986,86,62,252,2,1,-,23044.90039,1205.511719,6,2,255,255,761934099,3893365633,164,43,0,0,3661.562382,0.0,1424224369,1424224369,57.0712,0.002,0.257434,0.18293,0.074504,0,3,,, ,10,8,4,5,3,1,7,,0
59.166.0.8,27642,149.171.126.3,53,udp,CON,0.001062,146,178,31,29,0,0,dns,549905.8125,670433.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424224464,1424224464,0.009,0.008,0.0,0.0,0.0,0,0,,, ,3,1,1,3,1,1,1,,0
175.45.176.0,47439,149.171.126.12,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424224478,1424224478,0.005,0.0,0.0,0.0,0.0,0,2,,, ,18,18,16,16,16,9,18,Generic,1
149.171.126.12,47439,175.45.176.0,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424224486,1424224486,0.009,0.0,0.0,0.0,0.0,0,0,,, ,23,23,16,16,16,8,23,,0
175.45.176.2,0,149.171.126.19,0,sctp,CON,0.596136,536,440,254,60,0,0,-,5394.742188,2952.34668,4,2,0,0,0,0,134,220,0,0,281.009187,0.0,1424224488,1424224488,198.712,0.008,0.0,0.0,0.0,0,0,,, ,1,1,1,1,1,1,1,Backdoor,1
59.166.0.3,44271,149.171.126.8,42015,tcp,FIN,0.021741,2750,27174,31,29,7,16,-,989099.0,9782071.0,44,46,255,255,3595999801,1511219721,63,591,0,0,28.821166,26.762844,1424224503,1424224503,0.5095,0.473545,0.001032,0.000902,0.00013,0,0,,, ,6,2,2,2,1,1,2,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424224534,1424224534,0.004,0.0,0.0,0.0,0.0,0,0,,, ,25,25,2,2,2,1,25,,0
59.166.0.2,7219,149.171.126.7,53,udp,CON,0.00238,146,178,31,29,0,0,dns,245378.1563,299159.6563,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424224571,1424224571,0.009,0.003,0.0,0.0,0.0,0,0,,, ,3,2,7,6,1,1,3,,0
59.166.0.7,31093,149.171.126.5,53,udp,CON,0.001037,146,178,31,29,0,0,dns,563163.0,686595.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424224574,1424224574,0.008,0.007,0.0,0.0,0.0,0,0,,, ,1,2,2,2,1,1,1,,0
59.166.0.5,52240,149.171.126.3,21,tcp,FIN,7.070797,2934,3742,31,29,11,15,ftp,3256.209961,4155.684082,52,54,255,255,373586368,783192477,56,69,0,0,11435.61989,327.92425,1424224606,1424224613,138.636915,133.401016,0.000676,0.00054,0.000136,0,0,,1.0,1,2,2,2,2,1,1,4,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424224607,1424224607,0.004,0.0,0.0,0.0,0.0,0,0,,, ,16,16,8,8,8,8,16,,0
175.45.176.0,42914,149.171.126.15,80,tcp,FIN,0.465986,816,6504,62,252,2,4,http,12618.4043,102355.0,10,12,255,255,1931854029,2858077422,82,542,1,2756,2571.400882,2880.680509,1424224620,1424224621,51.776222,36.351546,0.131472,0.044602,0.08687,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1
149.171.126.12,47439,175.45.176.0,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424224650,1424224650,0.002,0.0,0.0,0.0,0.0,0,0,,, ,26,26,16,16,16,8,26,,0
175.45.176.2,17504,149.171.126.10,80,tcp,FIN,0.198608,1294,268,254,252,2,1,http,46926.60938,9022.798828,10,6,255,255,4197198648,1509543957,129,45,1,0,1099.949351,64.418328,1424224665,1424224665,20.580556,38.292,0.053521,0.007142,0.046379,0,1,1.0,, ,1,1,1,1,1,1,1,Worms,1
175.45.176.1,57495,149.171.126.15,445,tcp,FIN,0.731929,1058,760,254,252,3,2,-,10602.12109,7268.464355,12,8,255,255,3459657722,437160704,88,95,0,0,3103.318466,114.446492,1424224720,1424224721,63.28282,92.87143,0.15135,0.081819,0.069531,0,1,,, ,5,5,1,1,1,1,4,Fuzzers,1
59.166.0.4,7897,149.171.126.1,53,udp,CON,0.001048,146,178,31,29,0,0,dns,557251.9375,679389.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424224741,1424224741,0.01,0.004,0.0,0.0,0.0,0,0,,, ,2,3,2,3,2,1,1,,0
59.166.0.9,53465,149.171.126.5,53,udp,CON,0.001003,146,178,31,29,0,0,dns,582253.25,709870.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424224775,1424224775,0.007,0.003,0.0,0.0,0.0,0,0,,, ,2,1,3,2,1,1,1,,0
175.45.176.1,17224,149.171.126.17,44022,udp,INT,9e-06,704,0,254,0,0,0,-,312888864.0,0.0,2,0,0,0,0,0,352,0,0,0,0.0,0.0,1424224786,1424224786,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Shellcode,1
59.166.0.1,21857,149.171.126.6,64242,tcp,FIN,0.012909,2646,24316,31,29,7,15,-,1600743.75,14727090.0,42,44,255,255,2449819951,2450148008,63,553,0,0,18.201518,17.079125,1424224791,1424224791,0.315,0.285674,0.000743,0.000615,0.000128,0,0,,, ,5,10,2,4,1,1,2,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,1e-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424224858,1424224858,0.001,0.0,0.0,0.0,0.0,0,0,,, ,22,22,8,8,8,8,22,,0
59.166.0.2,50740,149.171.126.6,27769,tcp,FIN,0.064608,3614,47774,31,29,7,24,-,440069.3438,5820208.0,60,62,255,255,1262253107,1282472385,60,771,0,0,79.393226,75.584153,1424224861,1424224861,1.108621,1.051574,0.000627,0.000461,0.000166,0,0,,, ,4,3,4,8,1,1,2,,0
175.45.176.3,63765,149.171.126.11,80,tcp,FIN,0.716176,1314,354,254,252,2,1,http,13214.62891,3462.836182,10,8,255,255,1751333877,699434397,131,44,1,0,5325.112416,119.182578,1424224877,1424224878,70.949222,95.113711,0.099212,0.050377,0.048835,0,1,1.0,, ,2,1,1,1,1,1,1,Worms,1
